id,question,ollama,openai,match
258,What type of NAT would you use to translate the inside source IP addresses when configuring NAT for IP address conservation?,SECURITY,ROUTING,False
259,"What is overloading in NAT configuration, and how does it help conserve addresses in the inside global address pool?",SECURITY,CONNECTIVITY,False
260,What type of NAT configuration is used to handle multiple hosts with a single IP address using port numbers as differentiators?,SECURITY,ROUTING,False
261,How can we configure our device to ensure it examines every DNS reply to avoid stub networks and handles translation mappings for inside local/global addresses and outside global/local addresses?,SECURITY,SECURITY,True
262,How can we configure a virtual host on the inside network to coordinate load sharing among real hosts?,ROUTING,CONNECTIVITY,False
263,How can we ensure that public wireless LAN services support users with static IP addresses?,SECURITY,CONNECTIVITY,False
264,How do you configure static translation of inside source addresses for one-to-one mapping between an inside local address and an inside global address?,SECURITY,CONNECTIVITY,False
265,What is the command used to connect the interface to the outside network using IP NAT?,SECURITY,ROUTING,False
266,What is the purpose of configuring dynamic translation of inside source addresses in NAT (Network Address Translation) for IP address conservation?,SECURITY,CONNECTIVITY,False
267,How do I set a primary IP address for an Ethernet interface?,GENERAL,CONNECTIVITY,False
268,What IP address configuration would allow the Ethernet0 interface to connect to the outside network?,CONNECTIVITY,CONNECTIVITY,True
269,How can I enter privileged EXEC mode?,GENERAL,GENERAL,True
270,How do you configure a static translation between an outside local address and an outside global address using NAT on a Cisco router?,SECURITY,CONNECTIVITY,False
271,How do you define a global address pool and configure an access list for NAT translation on a Cisco router?,SECURITY,ROUTING,False
272,How to enable NAT on an interface and configure it as an inside network?,SECURITY,ROUTING,False
273,How can I set a primary IP address for an interface?,GENERAL,CONNECTIVITY,False
274,How can we change the NAT translation timeout for dynamic address translations that do not use overloading?,SECURITY,CONNECTIVITY,False
275,How can we configure the default TCP timeout and address translation timeouts on a Cisco router?,SECURITY,CONNECTIVITY,False
276,How do you change the default timeout value for TCP translations in a Cisco router?,SECURITY,SECURITY,True
277,How can we configure the synchronous timeout or aging time on a TCP device for SYN request reception?,SECURITY,CONNECTIVITY,False
278,How can we enable overlapping networks to communicate with each other when using NAT (Network Address Translation) in our Cisco router configuration?,SECURITY,CONNECTIVITY,False
279,How do I configure static translation of overlapping networks in Cisco IOS?,SECURITY,CONNECTIVITY,False
280,What is the configuration command used to configure static translation of an inside IP address to an outside IP address for overlapping networks?,SECURITY,SECURITY,True
281,"What does the ""ip nat inside"" command do in Cisco IOS?",CONNECTIVITY,CONNECTIVITY,True
282,How do you enable privileged EXEC mode and define a pool of addresses containing the addresses of real hosts?,GENERAL,CONNECTIVITY,False
283,How do you enable IP NAT on an interface and configure it as the inside interface?,ROUTING,ROUTING,True
284,How can we define a pool of network addresses for NAT in Cisco IOS?,SECURITY,CONNECTIVITY,False
285,How can we configure NAT (Network Address Translation) to conserve IP addresses and only translate external IP addresses?,SECURITY,ROUTING,False
286,What type of translation does the given configuration support?,SECURITY,CONNECTIVITY,False
287,How can we disable network packet translation on the outside host?,SECURITY,ROUTING,False
288,How can you configure dynamic mapping for gaming devices to translate their local IP addresses to global IP addresses?,SECURITY,ROUTING,False
289,How can I re-enable RTSP (Real-Time Streaming Protocol) on my NAT (Network Address Translation) router?,CONNECTIVITY,CONNECTIVITY,True
290,How can we enable support for users with static IP addresses in public wireless LAN environments?,CONNECTIVITY,CONNECTIVITY,True
291,How can you configure NAT to support users with static IP addresses and remove traffic from NAT for a specific device?,SECURITY,CONNECTIVITY,False
292,How can I display active NAT translations along with additional information for each translation table entry?,MONITORING,MONITORING,True
293,How can you configure the maximum number of NAT entries allowed from a specified source?,SECURITY,CONNECTIVITY,False
294,"How can we resolve the ""deny jump"" issue in our network by bypassing NAT functionality while reducing TCAM size?",SECURITY,SECURITY,True
295,What are the steps to configure Network Address Translation (NAT) for specific IP addresses and ranges?,SECURITY,ROUTING,False
296,What command is needed to configure dynamic translation of inside source addresses for the 192.168.1.0 and 192.168.2.0 networks to the globally unique 172.31.233.208/28 network using NAT?,SECURITY,SECURITY,True
297,How is NAT configured to allow internal users access to the internet through a pool of addresses (net-208)?,SECURITY,CONNECTIVITY,False
298,What is the command used to enable network address translation (NAT) in Cisco IOS?,SECURITY,CONNECTIVITY,False
299,How can we configure NAT to translate the IP addresses of hosts in the 10.1.1.1/24 network to public IP addresses when they access resources outside the private network?,SECURITY,CONNECTIVITY,False
300,What is the configuration for the AAA server to set up accounting for network access?,SECURITY,SECURITY,True
301,What is the maximum number of allowed NAT entries in this configuration?,SECURITY,CONNECTIVITY,False
302,How can we limit the number of NAT entries for different VRFs and ACLs in Cisco IOS?,SECURITY,SECURITY,True
303,How do I configure an Application-Level Gateway (ALG) with Network Address Translation (NAT) to handle HTTP traffic?,SECURITY,SECURITY,True
304,What configuration is required to support multiple concurrent IPsec ESP tunnels or connections through a NAT device configured in Overload or Port Address Translation (PAT) mode?,SECURITY,SECURITY,True
305,Is it necessary to check the status of SIP and H.323 protocols before performing tasks in this module?,GENERAL,MONITORING,False
306,How can you secure tunnels between two peers and specify characteristics of these tunnels in Cisco IOS?,SECURITY,SECURITY,True
307,How can we configure IPsec to work with NAPT (NAT) in a Cisco IOS router?,SECURITY,SECURITY,True
308,How can we ensure that the SIP (Session Initiation Protocol) functionality is preserved when enabling NAT support on our Cisco router?,SECURITY,CONNECTIVITY,False
309,How can we configure SIP support on port 5060 by default?,CONNECTIVITY,CONNECTIVITY,True
310,How can we configure NAT to support communication between an IP phone and Cisco CallManager in a scalable environment?,SECURITY,CONNECTIVITY,False
311,What is the configuration required to ensure that CallManager Express can be colocated with CallManager on the same device?,GENERAL,GENERAL,True
312,What additional configuration is required to enable IPsec ESP through NAT on a Cisco IOS device configured in Overload or PAT mode?,SECURITY,SECURITY,True
313,How do you configure the IP NAT service list and access list for in2out and out2in traffic using IKE preserve-port?,SECURITY,SECURITY,True
314,How can you enable SPI matching for VPN connections between multiple pairs of destinations on a Cisco router?,SECURITY,SECURITY,True
315,How do you enable privileged EXEC mode and configure ESP traffic matching using access list numbers for SPI matching on Cisco devices?,SECURITY,SECURITY,True
316,What command can I use to enable SPI matching on endpoints for crypto IPsec NAT transparency?,SECURITY,SECURITY,True
317,How do I enable support for multipart Session Description Protocol (SDP) in a SIP Application Layer Gateway (ALG)?,SECURITY,CONNECTIVITY,False
318,How can we enable multipart Session Description Protocol (SDP) for Network Address Translation (NAT)?,SECURITY,CONNECTIVITY,False
319,How do you enable privileged EXEC mode and configure the skinny protocol on a specified TCP port using Application-Level Gateways with NAT on a Cisco router?,SECURITY,CONNECTIVITY,False
320,What is the configuration required to enable the NAT Support for IPsec ESP-- Phase II feature in a Cisco router running Cisco IOS XE Release 2.1?,SECURITY,SECURITY,True
321,What configuration option can be used to enable VPN routing and forwarding (VRF)-aware NAT in a multihoming setup with redundant or standby exit points?,ROUTING,ROUTING,True
